Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL022007  	Storm Name : BARRY          	Date range is : 20070531 - 20070605 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL032007  	Storm Name : CHANTAL        	Date range is : 20070731 - 20070805 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL042007  	Storm Name : DEAN           	Date range is : 20070813 - 20070823 	Highest Maximum Knots are : 150 	Date :          	Time of Landfall are :2  
StormID : AL052007  	Storm Name : ERIN           	Date range is : 20070815 - 20070819 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL062007  	Storm Name : FELIX          	Date range is : 20070831 - 20070906 	Highest Maximum Knots are : 150 	Date :          	Time of Landfall are :2  
StormID : AL072007  	Storm Name : GABRIELLE      	Date range is : 20070908 - 20070911 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL082007  	Storm Name : INGRID         	Date range is : 20070912 - 20070918 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL092007  	Storm Name : HUMBERTO       	Date range is : 20070912 - 20070914 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL102007  	Storm Name : TEN            	Date range is : 20070921 - 20070922 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : AL112007  	Storm Name : JERRY          	Date range is : 20070923 - 20070924 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL122007  	Storm Name : KAREN          	Date range is : 20070925 - 20070929 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : AL132007  	Storm Name : LORENZO        	Date range is : 20070925 - 20070928 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL142007  	Storm Name : MELISSA        	Date range is : 20070928 - 20071005 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL152007  	Storm Name : FIFTEEN        	Date range is : 20071011 - 20071017 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL162007  	Storm Name : NOEL           	Date range is : 20071024 - 20071106 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :4  
StormID : AL172007  	Storm Name : OLGA           	Date range is : 20071210 - 20071216 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :2  
StormID : AL012008  	Storm Name : ARTHUR         	Date range is : 20080531 - 20080602 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : AL022008  	Storm Name : BERTHA         	Date range is : 20080703 - 20080721 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : AL032008  	Storm Name : CRISTOBAL      	Date range is : 20080719 - 20080723 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL042008  	Storm Name : DOLLY          	Date range is : 20080720 - 20080727 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :3  
StormID : AL052008  	Storm Name : EDOUARD        	Date range is : 20080803 - 20080806 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL062008  	Storm Name : FAY            	Date range is : 20080815 - 20080828 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :8  
StormID : AL072008  	Storm Name : GUSTAV         	Date range is : 20080825 - 20080905 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :6  
StormID : AL082008  	Storm Name : HANNA          	Date range is : 20080828 - 20080908 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :3  
StormID : AL092008  	Storm Name : IKE            	Date range is : 20080901 - 20080915 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :4  
StormID : AL102008  	Storm Name : JOSEPHINE      	Date range is : 20080902 - 20080910 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL112008  	Storm Name : KYLE           	Date range is : 20080925 - 20080930 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :1  
StormID : AL122008  	Storm Name : LAURA          	Date range is : 20080926 - 20081004 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL132008  	Storm Name : MARCO          	Date range is : 20081006 - 20081007 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL142008  	Storm Name : NANA           	Date range is : 20081012 - 20081015 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL152008  	Storm Name : OMAR           	Date range is : 20081013 - 20081021 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : AL162008  	Storm Name : SIXTEEN        	Date range is : 20081014 - 20081016 	Highest Maximum Knots are : 25  	Date :          	Time of Landfall are :1  
StormID : AL172008  	Storm Name : PALOMA         	Date range is : 20081105 - 20081114 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :1  
StormID : AL012009  	Storm Name : ONE            	Date range is : 20090526 - 20090530 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL022009  	Storm Name : ANA            	Date range is : 20090810 - 20090816 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL032009  	Storm Name : BILL           	Date range is : 20090815 - 20090826 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :1  
StormID : AL042009  	Storm Name : CLAUDETTE      	Date range is : 20090816 - 20090817 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL052009  	Storm Name : DANNY          	Date range is : 20090826 - 20090829 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL062009  	Storm Name : ERIKA          	Date range is : 20090901 - 20090904 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL072009  	Storm Name : FRED           	Date range is : 20090907 - 20090919 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL082009  	Storm Name : EIGHT          	Date range is : 20090925 - 20090926 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL092009  	Storm Name : GRACE          	Date range is : 20090927 - 20091006 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL102009  	Storm Name : HENRI          	Date range is : 20091006 - 20091011 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL112009  	Storm Name : IDA            	Date range is : 20091104 - 20091111 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL012010  	Storm Name : ALEX           	Date range is : 20100624 - 20100702 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :2  
StormID : AL022010  	Storm Name : TWO            	Date range is : 20100707 - 20100710 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : AL032010  	Storm Name : BONNIE         	Date range is : 20100722 - 20100725 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :3  
StormID : AL042010  	Storm Name : COLIN          	Date range is : 20100802 - 20100808 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL052010  	Storm Name : FIVE           	Date range is : 20100810 - 20100818 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL062010  	Storm Name : DANIELLE       	Date range is : 20100821 - 20100903 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : AL072010  	Storm Name : EARL           	Date range is : 20100824 - 20100906 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :2  
StormID : AL082010  	Storm Name : FIONA          	Date range is : 20100830 - 20100904 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL092010  	Storm Name : GASTON         	Date range is : 20100901 - 20100908 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL102010  	Storm Name : HERMINE        	Date range is : 20100904 - 20100910 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :1  
StormID : AL112010  	Storm Name : IGOR           	Date range is : 20100908 - 20100923 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :1  
StormID : AL122010  	Storm Name : JULIA          	Date range is : 20100912 - 20100924 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : AL132010  	Storm Name : KARL           	Date range is : 20100913 - 20100918 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :2  
StormID : AL142010  	Storm Name : LISA           	Date range is : 20100920 - 20100929 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL152010  	Storm Name : MATTHEW        	Date range is : 20100923 - 20100926 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :2  
StormID : AL162010  	Storm Name : NICOLE         	Date range is : 20100928 - 20100930 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL172010  	Storm Name : OTTO           	Date range is : 20101006 - 20101017 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL182010  	Storm Name : PAULA          	Date range is : 20101011 - 20101015 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :2  
StormID : AL192010  	Storm Name : RICHARD        	Date range is : 20101019 - 20101026 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL202010  	Storm Name : SHARY          	Date range is : 20101028 - 20101030 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : AL212010  	Storm Name : TOMAS          	Date range is : 20101029 - 20101110 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :3  
StormID : AL012011  	Storm Name : ARLENE         	Date range is : 20110628 - 20110701 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL022011  	Storm Name : BRET           	Date range is : 20110716 - 20110723 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL032011  	Storm Name : CINDY          	Date range is : 20110720 - 20110723 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL042011  	Storm Name : DON            	Date range is : 20110727 - 20110730 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL052011  	Storm Name : EMILY          	Date range is : 20110802 - 20110807 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL062011  	Storm Name : FRANKLIN       	Date range is : 20110812 - 20110816 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL072011  	Storm Name : GERT           	Date range is : 20110813 - 20110817 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL082011  	Storm Name : HARVEY         	Date range is : 20110819 - 20110822 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :2  
StormID : AL092011  	Storm Name : IRENE          	Date range is : 20110821 - 20110830 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :9  
StormID : AL102011  	Storm Name : TEN            	Date range is : 20110825 - 20110827 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL112011  	Storm Name : JOSE           	Date range is : 20110826 - 20110829 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL122011  	Storm Name : KATIA          	Date range is : 20110828 - 20110912 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : AL202011  	Storm Name :                	Date range is : 20110831 - 20110903 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL132011  	Storm Name : LEE            	Date range is : 20110902 - 20110906 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL142011  	Storm Name : MARIA          	Date range is : 20110906 - 20110916 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL152011  	Storm Name : NATE           	Date range is : 20110906 - 20110912 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :1  
StormID : AL162011  	Storm Name : OPHELIA        	Date range is : 20110920 - 20111004 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : AL172011  	Storm Name : PHILIPPE       	Date range is : 20110923 - 20111009 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL182011  	Storm Name : RINA           	Date range is : 20111022 - 20111029 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :1  
StormID : AL192011  	Storm Name : SEAN           	Date range is : 20111106 - 20111112 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL012012  	Storm Name : ALBERTO        	Date range is : 20120519 - 20120523 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL022012  	Storm Name : BERYL          	Date range is : 20120525 - 20120602 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :1  
StormID : AL032012  	Storm Name : CHRIS          	Date range is : 20120617 - 20120624 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL042012  	Storm Name : DEBBY          	Date range is : 20120623 - 20120627 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL052012  	Storm Name : ERNESTO        	Date range is : 20120801 - 20120810 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :3  
StormID : AL062012  	Storm Name : FLORENCE       	Date range is : 20120803 - 20120808 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL072012  	Storm Name : HELENE         	Date range is : 20120809 - 20120819 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : AL082012  	Storm Name : GORDON         	Date range is : 20120815 - 20120821 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :1  
StormID : AL092012  	Storm Name : ISAAC          	Date range is : 20120820 - 20120901 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :4  
StormID : AL102012  	Storm Name : JOYCE          	Date range is : 20120821 - 20120824 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL112012  	Storm Name : KIRK           	Date range is : 20120828 - 20120903 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL122012  	Storm Name : LESLIE         	Date range is : 20120828 - 20120912 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL132012  	Storm Name : MICHAEL        	Date range is : 20120902 - 20120912 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL142012  	Storm Name : NADINE         	Date range is : 20120910 - 20121004 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL152012  	Storm Name : OSCAR          	Date range is : 20121002 - 20121005 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL162012  	Storm Name : PATTY          	Date range is : 20121010 - 20121013 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL172012  	Storm Name : RAFAEL         	Date range is : 20121012 - 20121026 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL182012  	Storm Name : SANDY          	Date range is : 20121021 - 20121031 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :3  
StormID : AL192012  	Storm Name : TONY           	Date range is : 20121021 - 20121026 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL012013  	Storm Name : ANDREA         	Date range is : 20130605 - 20130608 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL022013  	Storm Name : BARRY          	Date range is : 20130616 - 20130621 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :2  
StormID : AL032013  	Storm Name : CHANTAL        	Date range is : 20130707 - 20130710 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL042013  	Storm Name : DORIAN         	Date range is : 20130722 - 20130804 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL052013  	Storm Name : ERIN           	Date range is : 20130815 - 20130819 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL062013  	Storm Name : FERNAND        	Date range is : 20130825 - 20130826 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL072013  	Storm Name : GABRIELLE      	Date range is : 20130904 - 20130913 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL082013  	Storm Name : EIGHT          	Date range is : 20130906 - 20130907 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : AL092013  	Storm Name : HUMBERTO       	Date range is : 20130908 - 20130919 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL102013  	Storm Name : INGRID         	Date range is : 20130912 - 20130917 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :1  
StormID : AL112013  	Storm Name : JERRY          	Date range is : 20130928 - 20131006 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL122013  	Storm Name : KAREN          	Date range is : 20131003 - 20131006 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL132013  	Storm Name : LORENZO        	Date range is : 20131021 - 20131026 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL142013  	Storm Name : MELISSA        	Date range is : 20131117 - 20131123 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL152013  	Storm Name :                	Date range is : 20131203 - 20131207 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL012014  	Storm Name : ARTHUR         	Date range is : 20140628 - 20140709 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :2  
StormID : AL022014  	Storm Name : TWO            	Date range is : 20140719 - 20140723 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL032014  	Storm Name : BERTHA         	Date range is : 20140729 - 20140809 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL042014  	Storm Name : CRISTOBAL      	Date range is : 20140823 - 20140902 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL052014  	Storm Name : DOLLY          	Date range is : 20140901 - 20140904 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL062014  	Storm Name : EDOUARD        	Date range is : 20140910 - 20140922 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL072014  	Storm Name : FAY            	Date range is : 20141010 - 20141013 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL082014  	Storm Name : GONZALO        	Date range is : 20141011 - 20141020 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :4  
StormID : AL092014  	Storm Name : HANNA          	Date range is : 20141021 - 20141029 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :1  
StormID : AL012015  	Storm Name : ANA            	Date range is : 20150506 - 20150512 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL022015  	Storm Name : BILL           	Date range is : 20150616 - 20150621 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL032015  	Storm Name : CLAUDETTE      	Date range is : 20150712 - 20150715 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL042015  	Storm Name : DANNY          	Date range is : 20150817 - 20150824 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : AL052015  	Storm Name : ERIKA          	Date range is : 20150824 - 20150828 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL062015  	Storm Name : FRED           	Date range is : 20150830 - 20150906 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL072015  	Storm Name : GRACE          	Date range is : 20150905 - 20150909 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL082015  	Storm Name : HENRI          	Date range is : 20150908 - 20150911 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL092015  	Storm Name : NINE           	Date range is : 20150915 - 20150919 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL102015  	Storm Name : IDA            	Date range is : 20150915 - 20150928 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL112015  	Storm Name : JOAQUIN        	Date range is : 20150926 - 20151015 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :3  
StormID : AL122015  	Storm Name : KATE           	Date range is : 20151108 - 20151113 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL012016  	Storm Name : ALEX           	Date range is : 20160107 - 20160117 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :1  
StormID : AL022016  	Storm Name : BONNIE         	Date range is : 20160527 - 20160609 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : AL032016  	Storm Name : COLIN          	Date range is : 20160605 - 20160608 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL042016  	Storm Name : DANIELLE       	Date range is : 20160618 - 20160621 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : AL052016  	Storm Name : EARL           	Date range is : 20160802 - 20160806 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :3  
StormID : AL062016  	Storm Name : FIONA          	Date range is : 20160816 - 20160824 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL072016  	Storm Name : GASTON         	Date range is : 20160821 - 20160903 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL082016  	Storm Name : EIGHT          	Date range is : 20160827 - 20160901 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : AL092016  	Storm Name : HERMINE        	Date range is : 20160828 - 20160908 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL102016  	Storm Name : IAN            	Date range is : 20160912 - 20160917 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL112016  	Storm Name : JULIA          	Date range is : 20160913 - 20160921 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL122016  	Storm Name : KARL           	Date range is : 20160912 - 20160926 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL132016  	Storm Name : LISA           	Date range is : 20160919 - 20160926 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL142016  	Storm Name : MATTHEW        	Date range is : 20160928 - 20161010 	Highest Maximum Knots are : 145 	Date :          	Time of Landfall are :4  
StormID : AL152016  	Storm Name : NICOLE         	Date range is : 20161004 - 20161019 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : AL162016  	Storm Name : OTTO           	Date range is : 20161117 - 20161126 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :1  
StormID : AL012017  	Storm Name : ARLENE         	Date range is : 20170416 - 20170422 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL022017  	Storm Name : BRET           	Date range is : 20170618 - 20170620 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :2  
StormID : AL032017  	Storm Name : CINDY          	Date range is : 20170619 - 20170624 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL042017  	Storm Name :                	Date range is : 20170705 - 20170707 	Highest Maximum Knots are : 25  	Date :          	Time of Landfall are :0  
StormID : AL052017  	Storm Name : DON            	Date range is : 20170717 - 20170718 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL062017  	Storm Name : EMILY          	Date range is : 20170730 - 20170802 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL072017  	Storm Name : FRANKLIN       	Date range is : 20170806 - 20170810 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :2  
StormID : AL082017  	Storm Name : GERT           	Date range is : 20170812 - 20170818 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : AL092017  	Storm Name : HARVEY         	Date range is : 20170816 - 20170902 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :5  
StormID : AL112017  	Storm Name : IRMA           	Date range is : 20170830 - 20170913 	Highest Maximum Knots are : 155 	Date :          	Time of Landfall are :7  
StormID : AL122017  	Storm Name : JOSE           	Date range is : 20170904 - 20170925 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :0  
StormID : AL132017  	Storm Name : KATIA          	Date range is : 20170905 - 20170909 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL142017  	Storm Name : LEE            	Date range is : 20170914 - 20170930 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL152017  	Storm Name : MARIA          	Date range is : 20170916 - 20171002 	Highest Maximum Knots are : 150 	Date :          	Time of Landfall are :2  
StormID : AL162017  	Storm Name : NATE           	Date range is : 20171003 - 20171011 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :3  
StormID : AL172017  	Storm Name : OPHELIA        	Date range is : 20171006 - 20171017 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :1  
StormID : AL182017  	Storm Name : PHILIPPE       	Date range is : 20171027 - 20171029 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :1  
StormID : AL192017  	Storm Name : RINA           	Date range is : 20171104 - 20171109 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP011949  	Storm Name :                	Date range is : 19490611 - 19490612 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021949  	Storm Name :                	Date range is : 19490617 - 19490623 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031949  	Storm Name :                	Date range is : 19490903 - 19490909 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP041949  	Storm Name :                	Date range is : 19490909 - 19490911 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP051949  	Storm Name :                	Date range is : 19490917 - 19490919 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP061949  	Storm Name :                	Date range is : 19490929 - 19490930 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011950  	Storm Name :                	Date range is : 19500614 - 19500619 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP021950  	Storm Name :                	Date range is : 19500703 - 19500706 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP031950  	Storm Name :                	Date range is : 19500709 - 19500712 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : CP011950  	Storm Name : HIKI           	Date range is : 19500812 - 19500821 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP041950  	Storm Name :                	Date range is : 19500812 - 19500813 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP051950  	Storm Name :                	Date range is : 19500826 - 19500830 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP061950  	Storm Name :                	Date range is : 19501001 - 19501003 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011951  	Storm Name :                	Date range is : 19510517 - 19510521 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021951  	Storm Name :                	Date range is : 19510601 - 19510602 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP031951  	Storm Name :                	Date range is : 19510626 - 19510627 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP041951  	Storm Name :                	Date range is : 19510705 - 19510706 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP051951  	Storm Name :                	Date range is : 19510803 - 19510810 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP061951  	Storm Name :                	Date range is : 19510824 - 19510829 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
